"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2698","Verify the homepage","","Wed Jan 22 16:42:47 NZDT 2025","passed","Wed Jan 22 16:42:50 NZDT 2025","","","",""
